Age_Group,Track_Completed,Mistake,Track_Time,count
< 18,0.2540208920577019,0.7192837008787929,57634.067558746734,12062
18-29,0.2981146400101227,0.6835378970011388,47349.58616298812,7903
30-44,0.28625652380199273,0.692551004270125,54308.834806629835,6323
45-59,0.3011990407673861,0.6709832134292566,53975.953821656054,2085
60+,0.2658064516129032,0.712258064516129,52240.78640776699,775
