Age_Group,Track_Completed,Mistake,Track_Time,count
< 18,0.6202485380116959,0.3557504873294347,35106.79473580829,8208
18-29,0.6341589267285862,0.35552115583075333,27694.22158936805,5814
30-44,0.6573336205039845,0.3245746284729701,34076.80537352556,4643
45-59,0.6731884057971015,0.3050724637681159,35342.53175457481,1380
60+,0.5754560530679934,0.38971807628524047,33996.10662824207,603
