Age_Group,Track_Completed,Mistake,Track_Time,count
< 18,0.6499264551376339,0.3329480983399874,16622.801002263175,9518
18-29,0.6957161543492478,0.2882603008502289,13628.429847238544,6116
30-44,0.6671026814911707,0.3102245476346196,18104.837254901962,4587
45-59,0.6900662251655629,0.29602649006622517,18566.648752399233,1510
60+,0.6651162790697674,0.31937984496124033,14540.727272727272,645
