Age_Group,Track_Completed,Mistake,Track_Time,count
< 18,0.4129527055815935,0.5786109927567107,50930.64960792406,11735
18-29,0.43883916463249256,0.5553295362082994,41076.32200247219,7374
30-44,0.43383785403866326,0.5603176981867226,46403.50949913644,6673
45-59,0.4283062645011601,0.5651972157772622,46847.80931744312,2155
60+,0.3479349186483104,0.6408010012515645,48702.575539568345,799
