Age_Group,Track_Completed,Mistake,Track_Time,count
< 18,0.5931336742147553,0.38653518383248114,46098.39018883416,8214
18-29,0.6012797074954296,0.3829981718464351,37881.69321982365,5470
30-44,0.6044434264773247,0.3678424186898763,44835.378552482,4366
45-59,0.6135849056603774,0.36452830188679247,46578.858548585486,1325
60+,0.5327731092436975,0.43865546218487395,43111.545741324924,595
