Age_Group,Track_Completed,Mistake,Track_Time,count
< 18,0.45904876373626374,0.5330528846153846,31200.9567982046,11648
18-29,0.4500065867474641,0.5468317744697668,23617.03805620609,7591
30-44,0.46339188558992694,0.530701072594435,29832.61254612546,6433
45-59,0.4406095921111609,0.5531151949798296,30094.28382502543,2231
60+,0.358220810166799,0.6354249404289118,25792.88470066519,1259
